opt_vf,opt_dyn_loss,ev,tps,epcount,total_secs,vpredmean,rank,best_ext_ret,opt_approxkl,opt_clipfrac,retstd,eprew_recent,advstd,recent_best_ext_ret,tcount,eplen,opt_pg,rew_mean,n_updates,opt_tot,vpredstd,advmean,ups,opt_feat_var,eprew,opt_aux,opt_ent,retmean
72.30875,0.1751214,0.9097169935703278,1283.6949187033733,41456.0,4906.806896686554,177.32408,0,136.7,2.1444073e-12,0.0,35.727642,127.3814368117462,10.735131,136.1,6269173.0,66.0,-3.2222955,1.9820207,49,69.086174,34.569424,3.5363498,0.010028866552370104,1.4375714,128.306,0.0007126497,0.27950415,180.86041
56.9541,0.17670697,0.9179191514849663,1260.8121900339347,43408.0,5008.328757762909,182.57513,0,136.7,1.7192208e-12,0.0,34.82659,128.20076844262294,9.977734,135.9,6397532.0,66.41,-3.9358015,2.044542,50,53.018044,34.464787,3.6756625,0.009850095234640116,1.5033321,128.488,5.6048244e-05,0.25577453,186.2508
49.66855,0.17189078,0.9264671951532364,1282.4534424231554,45390.0,5108.137449264526,187.92154,0,136.7,2.3750082e-12,0.0,34.662254,128.41695257315843,9.39934,136.1,6525904.0,68.22,-3.2585542,2.0746353,51,46.409733,34.061485,3.2459953,0.0100191675189309,1.4737916,126.245,2.0296568e-05,0.26328382,191.16753
57.89067,0.17143887,0.9282638058066368,1277.997610645805,47378.0,5208.294131040573,189.87035,0,137.1,2.0614452e-12,0.0,34.901443,128.5459255533199,9.347868,137.1,6654051.0,64.77,-2.6249902,2.0820515,52,55.265427,34.35385,3.0323887,0.009984356333170352,1.4968866,128.79500000000002,0.00013105225,0.25552487,192.90274
45.04304,0.1700578,0.9251573756337166,1263.1996831029912,49355.0,5309.624112129211,191.53917,0,137.1,1.998437e-12,0.0,35.228573,128.54506828528073,9.637614,135.7,6781832.0,63.93,-3.4433966,2.0714762,53,41.599407,34.7173,2.6070478,0.009868747524242119,1.5373757,127.96499999999997,2.3325249e-05,0.23702073,194.14622
42.898735,0.16794717,0.9242588505148888,1270.3558809575939,51369.0,5410.383278846741,193.17657,0,137.1,2.0243267e-12,0.0,34.725475,128.76663356504469,9.556836,136.7,6910068.0,67.72,-4.400333,2.111736,54,38.498177,32.93825,2.9781842,0.009924655319981202,1.5414149,127.78300000000003,4.912064e-05,0.2265922,196.15479
67.031166,0.1709058,0.9249066114425659,1259.001981371727,53394.0,5512.051109313965,196.8434,0,137.1,1.8843774e-12,0.0,35.473408,128.7957037037037,9.7208395,137.1,7038132.0,62.15,-1.1436692,2.1221313,55,65.887276,33.52642,2.600486,0.009835952979466617,1.4849789,128.83200000000002,0.00018779589,0.22423805,199.44388
65.841255,0.16904172,0.9189793020486832,1268.5014953865157,55425.0,5612.957572937012,198.65857,0,137.1,2.0047124e-12,0.0,35.23839,128.9049236829148,10.030303,135.7,7166033.0,62.45,-2.7685819,2.1297033,56,63.072456,33.72933,2.3720613,0.009910167932707154,1.5522571,128.831,0.0003845585,0.21737574,201.03061
52.954502,0.1703034,0.9286507368087769,1254.7305032319896,57474.0,5714.971511125565,201.16562,0,137.1,1.8940166e-12,0.0,35.784035,129.07925817471937,9.558374,136.1,7293888.0,62.11,-1.8646119,2.1509528,57,51.089657,33.345165,2.3329158,0.009802582056499918,1.5673256,128.533,0.00067614426,0.23272781,203.49854
53.42356,0.1692196,0.9222702234983444,1275.555103890445,59505.0,5815.319978713989,202.52913,0,137.1,2.1595453e-12,0.0,35.923016,129.2997045790251,10.015359,137.0,7421842.0,62.42,-1.9900144,2.139162,58,51.433323,33.640076,1.9070508,0.0099652742491441,1.5832646,129.732,8.269192e-05,0.2244311,204.43622
49.092453,0.17182541,0.9271980598568916,1278.3687137134286,61558.0,5915.447585582733,205.48853,0,137.1,2.1113135e-12,0.0,35.459896,129.2946419873356,9.567731,136.3,7549888.0,62.73,-0.8778336,2.158303,59,48.214394,33.70696,1.7198647,0.009987255575886162,1.5893829,129.93699999999998,0.00016814528,0.22651279,207.20839
46.81785,0.1709286,0.920668475329876,1246.9108473195274,63602.0,6018.101275920868,206.6548,0,137.1,2.0359426e-12,0.0,35.246445,129.01218199608613,9.927462,136.5,7677743.0,62.03,-1.1896523,2.144249,60,45.62798,34.560707,1.3126892,0.009741490994683808,1.6023428,129.689,0.0006333968,0.21532904,207.9675
51.997845,0.17120267,0.9188124388456345,1258.0864926186898,65645.0,6119.843088388443,206.23885,0,137.1,1.6501822e-12,0.0,35.77556,129.0991678903573,10.193685,136.7,7805730.0,65.4,-1.6453782,2.1469047,61,50.352257,35.033028,1.3837824,0.009828800723583513,1.6251923,128.038,1.0747496e-05,0.21018085,207.62262
67.24411,0.16744007,0.9217772409319878,1267.0762753746421,67709.0,6220.863052606583,208.19617,0,139.0,2.1300503e-12,0.0,35.910873,129.37790697674419,10.043672,139.0,7933847.0,60.39,-0.44687948,2.1709886,62,66.797005,35.93037,1.468398,0.009899033401364391,1.6152004,129.881,0.00016827557,0.22423157,209.66455
38.943977,0.16089368,0.9382493756711483,1242.4301225422992,69852.0,6323.8869552612305,213.30382,0,139.0,2.0965256e-12,0.0,35.781155,129.99958002799815,8.8914995,137.1,8062220.0,57.9,-2.701312,2.256431,63,36.242466,34.05675,2.0785556,0.009706485332361712,1.6152036,131.053,8.68655e-05,0.20052628,215.38237
33.07089,0.16148503,0.9390063546597958,1256.2447997942838,72020.0,6425.77792429924,217.91766,0,139.0,2.2177561e-12,0.0,33.823547,130.6549815498155,8.353365,136.9,8190022.0,60.2,-2.578249,2.2958157,64,30.492447,31.824305,2.0121999,0.009814412498392842,1.6148002,130.113,7.21363e-06,0.19192894,219.92986
32.816437,0.15829547,0.9414196349680424,1255.165495687022,74214.0,6527.756508350372,218.58472,0,139.0,1.875537e-12,0.0,34.003056,130.49808568824065,8.229889,136.9,8318230.0,59.21,-2.0200124,2.313139,65,30.796227,32.02834,2.0954022,0.00980598043505486,1.6408236,130.68499999999997,0.00041069626,0.19797055,220.68015
48.97673,0.16021082,0.934329204261303,1253.1590515813741,76392.0,6629.898371219635,221.45894,0,139.0,2.189526e-12,0.0,34.569763,130.375665748393,8.858955,137.5,8446256.0,57.7,-0.8625078,2.2996926,66,48.114025,33.470177,1.3828375,0.009790305090479484,1.6370409,130.95,1.0187311e-05,0.1975536,222.84178
42.08086,0.16624805,0.9312058836221695,1245.758450517565,78563.0,6732.647022008896,223.39728,0,139.0,2.1870893e-12,0.0,34.522755,130.65218793182865,9.054847,136.5,8574224.0,59.03,-0.6626958,2.2982705,67,41.417957,33.775528,1.10191,0.009732487894668476,1.6457586,130.40700000000004,6.6081346e-05,0.20648405,224.49918
36.523365,0.15823595,0.93897894769907,1254.016110166031,80777.0,6834.719075918198,222.50673,0,139.0,2.0359883e-12,0.0,34.11988,130.83423667570008,8.428443,137.1,8702129.0,59.88,-1.4383962,2.3440993,68,35.084778,33.263744,1.97628,0.009797000860672117,1.6407468,130.945,1.1573137e-05,0.19269733,224.48299
29.586172,0.16080262,0.9400415681302547,1255.6857903067514,82990.0,6936.655405044556,223.1943,0,139.0,1.877694e-12,0.0,34.38769,130.73999096249435,8.420311,136.5,8830299.0,56.69,-2.0053904,2.3391476,69,27.580597,33.138126,1.7371151,0.009810045236771495,1.6496544,131.16100000000003,1.4652206e-05,0.18437892,224.93141
30.781836,0.15665494,0.9399004727602005,1236.0655175176298,85203.0,7040.2097864151,225.09749,0,139.0,2.0975311e-12,0.0,35.013325,130.73045639403526,8.583589,136.9,8958141.0,56.86,-2.1715646,2.339099,70,28.61009,34.14332,1.5206795,0.009656761855606483,1.604903,131.598,2.7528288e-06,0.1802528,226.6182
28.412165,0.152212,0.943973071873188,1256.7300281044077,87451.0,7142.0614149570465,227.7249,0,139.0,1.9401895e-12,0.0,33.896072,131.36178825622778,8.023203,136.9,9086006.0,56.15,-2.0635505,2.3851118,71,26.348434,31.96668,1.823412,0.009818203344565684,1.5797689,131.994,2.2002901e-05,0.18009187,229.54836
30.893162,0.15305683,0.945427268743515,1261.3224406369916,89724.0,7243.542206764221,230.73096,0,140.1,1.7059897e-12,0.0,34.12477,131.4519577650682,7.9718223,140.1,9214232.0,56.32,-1.5039861,2.4107528,72,29.388994,32.78324,1.660132,0.009854081567476497,1.6063573,131.96199999999996,2.4540075e-05,0.18071543,232.39107
45.39488,0.15008782,0.9492197595536709,1249.1432400103984,92008.0,7346.0124406814575,232.12854,0,140.1,2.238587e-12,0.0,33.970943,131.57933450087566,7.6551733,137.7,9342151.0,56.55,-0.71448743,2.4199164,73,44.6802,33.176655,1.6860873,0.009758931562581237,1.5827518,132.188,0.00020381348,0.19255802,233.81464
26.654766,0.14971353,0.947575967758894,1268.2085023079255,94293.0,7446.94221663475,235.14246,0,140.1,2.3001193e-12,0.0,33.66305,131.7303282275711,7.707591,137.3,9470055.0,55.57,-1.2847464,2.428504,74,25.369844,32.81818,1.2900434,0.009907878924280668,1.6052397,131.859,5.4027723e-06,0.17505166,236.43246
25.201727,0.1470471,0.9463172927498817,1250.7298569532254,96596.0,7549.282461643219,237.44049,0,140.1,1.843684e-12,0.0,33.87056,131.59335649153277,7.8476486,138.5,9598110.0,55.59,-1.1894764,2.4426599,75,24.012087,32.893147,1.147875,0.009771327007447072,1.605634,131.207,1.772765e-06,0.16450126,238.58835
25.805077,0.14836101,0.9459516853094101,1264.7001460457993,98902.0,7650.492223024368,236.88414,0,140.1,1.7296851e-12,0.0,34.06981,131.63187337380745,7.920649,139.3,9726244.0,54.6,-1.3600887,2.4441576,76,24.44482,32.97668,1.2507716,0.009880469890982806,1.620359,132.665,3.403847e-06,0.16798113,238.13492
33.18475,0.15096958,0.9405274726450443,1262.5278776214832,101204.0,7751.876122951508,239.29364,0,140.1,2.1633708e-12,0.0,33.98216,131.46629018245005,8.287225,136.9,9854211.0,56.01,-0.75675637,2.4390619,77,32.427822,32.612232,0.74544805,0.009863499043917838,1.6437782,130.40400000000002,0.00025073768,0.17250894,240.03906
32.81599,0.14919162,0.94243298843503,1278.137951363347,103507.0,7852.021807432175,240.18794,0,140.1,1.7954711e-12,0.0,34.101665,131.97129830655666,8.182055,137.1,9981894.0,55.46,-0.98417187,2.4488745,78,31.831652,33.37143,0.8877357,0.009985452745026149,1.6432598,131.825,0.00012494477,0.1676408,241.07565
26.819078,0.1440452,0.9588213041424751,1256.4860496841268,105855.0,7953.893213033676,241.56366,0,140.1,2.1738455e-12,0.0,33.71839,132.39974446337308,6.842316,137.3,10110268.0,54.25,-0.9193568,2.499997,79,25.899553,33.17265,1.3121574,0.00981629726315724,1.5933231,132.959,2.1079572e-06,0.16862842,242.87581
31.02003,0.14440665,0.9562775120139122,1277.6633584260674,108197.0,8054.076097011566,243.15508,0,140.1,2.2707066e-12,0.0,33.62886,132.19918872758325,7.0317683,137.5,10238236.0,53.81,-0.65508753,2.4915197,80,30.364765,33.094196,1.0212342,0.00998174498770365,1.6090795,131.66200000000003,9.429718e-06,0.17582369,244.17633
29.346556,0.14572583,0.9513187110424042,1264.8842093265755,110545.0,8155.271130561829,245.23463,0,140.1,1.9140369e-12,0.0,33.71668,132.4184838160136,7.439193,138.1,10366304.0,54.53,-0.730355,2.5022235,81,28.61604,33.121098,0.8105918,0.009881907885363871,1.6040224,132.69400000000002,4.321729e-05,0.16104993,246.04523
37.326283,0.14159445,0.9516736082732677,1262.6911825730915,112900.0,8256.641918420792,247.18149,0,140.1,1.991948e-12,0.0,33.50664,132.61460721868366,7.3658533,137.9,10494263.0,53.45,-0.42769444,2.512667,82,36.89842,33.314953,0.7310527,0.009864774863852278,1.5908388,132.972,3.8536e-06,0.17139728,247.9125
17.605371,0.14240727,0.955883339047432,1289.443208022613,115276.0,8355.90957069397,247.68912,0,140.1,2.1978914e-12,0.0,33.555973,132.6526936026936,7.048085,137.9,10622006.0,54.42,-1.5966414,2.5348816,83,16.008572,33.750687,1.0030822,0.010073775062676664,1.6119995,132.07600000000002,6.976598e-07,0.15924627,248.6922
17.756235,0.14406994,0.9576110653579235,1280.6661149000179,117666.0,8455.857557535172,247.73624,0,140.1,1.6529682e-12,0.0,33.18685,132.9117991631799,6.832699,137.7,10750407.0,54.01,-1.4797518,2.552385,84,16.276327,32.183735,1.1432267,0.010005204022656389,1.6291848,132.855,3.8108853e-06,0.15694006,248.87944
23.55527,0.14260788,0.9501944445073605,1248.2278853696344,120050.0,8558.402935266495,249.11043,0,140.1,2.160213e-12,0.0,33.11535,132.81296140939597,7.390404,138.1,10878183.0,54.66,-1.1802279,2.5459373,85,22.374882,31.576534,0.96515846,0.009751780354450268,1.6071384,132.505,1.0799858e-05,0.16040362,250.07556
16.451794,0.14009948,0.9581044986844063,1279.2598337699421,122458.0,8658.460794210434,250.29185,0,140.1,1.6356033e-12,0.0,33.24502,133.16839700996678,6.804721,138.1,11006411.0,52.86,-1.842808,2.5724986,86,14.608838,31.81418,1.1375209,0.009994217451327673,1.604278,133.339,2.1044752e-06,0.14770263,251.42935
21.356747,0.13983166,0.9518781006336212,1268.7076266149722,124858.0,8759.350863218307,252.62,0,140.1,2.2625484e-12,0.0,33.19111,133.18941666666666,7.2810354,137.9,11134239.0,53.59,-0.8984843,2.5669389,87,20.458107,31.193974,0.70775616,0.00991177833292947,1.6233606,132.596,7.044115e-07,0.1549274,253.32777
28.559082,0.13740736,0.9579215794801712,1250.352609689929,127279.0,8861.721985578537,252.61719,0,140.1,1.9673763e-12,0.0,33.363792,133.32226352746798,6.843923,137.8,11262240.0,53.43,-1.0061258,2.5918818,88,27.552813,32.33572,1.0798112,0.009768379763202571,1.6021076,133.43999999999997,1.4205864e-06,0.14444363,253.69698
32.99768,0.13803546,0.9556691087782383,1244.854955294324,129697.0,8964.545209646225,255.02106,0,140.1,1.6302223e-12,0.0,33.277256,133.36583953680727,7.006494,138.1,11390500.0,53.01,-0.40682876,2.5889997,89,32.590702,31.099089,0.6351901,0.009725429338236906,1.636063,133.51099999999997,1.0084075e-06,0.14869279,255.65625
22.03541,0.13634649,0.9597271606326103,1255.2776852622474,132121.0,9066.514679431915,255.01753,0,140.1,2.1055577e-12,0.0,33.070038,133.47252475247527,6.636525,137.1,11518298.0,52.46,-0.8752937,2.5972433,90,21.159975,32.636917,0.8434335,0.009806856916111308,1.6251563,132.53099999999998,2.2976856e-06,0.14083527,255.86096
30.374767,0.13808838,0.9582316689193249,1256.2994892897475,134553.0,9168.40121293068,254.83688,0,140.1,1.882868e-12,0.0,33.255096,133.49144736842106,6.7964444,138.5,11646361.0,52.63,-1.0020237,2.605688,91,29.372599,32.772667,0.94644105,0.009814839760076152,1.6211159,133.516,4.044853e-06,0.14406888,255.78337
28.333508,0.13759197,0.9607652574777603,1257.2752312464957,136995.0,9270.208674669266,256.0333,0,140.1,1.8790542e-12,0.0,33.113487,133.7185094185094,6.559041,139.7,11774295.0,52.49,-0.72723883,2.6199758,92,27.606121,32.239044,0.9907534,0.009822462744113247,1.6182522,133.74599999999998,1.4625305e-06,0.14714144,257.02405
22.642902,0.13424502,0.9579116851091385,1259.540183662498,139432.0,9371.833062410355,256.3564,0,140.1,1.6906427e-12,0.0,33.152615,133.58083709478868,6.801404,138.3,11902231.0,52.69,-1.087704,2.612182,93,21.555065,31.90588,0.83840644,0.009840157684863267,1.6281296,132.819,6.4010433e-06,0.13409106,257.19482
18.320417,0.13676096,0.9602540023624897,1264.612574416701,141878.0,9473.049832344055,255.34116,0,140.1,2.3867204e-12,0.0,33.237503,133.64578904333604,6.626361,138.3,12030495.0,51.79,-1.310584,2.620084,94,17.009693,33.158703,1.0360478,0.009879785737630476,1.6554011,133.78599999999997,7.2250924e-07,0.13996042,256.3772
18.27057,0.13556343,0.9633629135787487,1259.7209980951934,144324.0,9574.659633398056,256.5262,0,140.1,1.7369047e-12,0.0,32.91925,133.8852003270646,6.301013,137.1,12158234.0,51.85,-1.595562,2.628297,95,16.674873,32.52507,1.129434,0.0098415702976187,1.6474618,133.97400000000002,7.769467e-05,0.13453712,257.65564
20.10011,0.13564321,0.9591564312577248,1271.2847260712135,146781.0,9675.345181941986,256.64597,0,140.1,1.8241617e-12,0.0,33.04497,133.6965811965812,6.6783204,138.9,12286134.0,52.29,-1.3573899,2.6337287,96,18.742584,32.279522,1.1404362,0.009931911922431357,1.6948895,133.98,1.6738573e-05,0.13550608,257.7864
30.059265,0.13479635,0.9672498963773251,1264.5182509735776,149252.0,9776.569501876831,257.42572,0,140.1,1.8742883e-12,0.0,32.916588,134.0029542695265,5.9569116,138.1,12414229.0,52.72,-0.60066426,2.657886,97,29.458456,31.674244,1.3206716,0.009879048835731074,1.6998712,133.77100000000002,0.00011589851,0.1439199,258.7464
22.240562,0.13484277,0.9606080986559391,1264.991335317703,151718.0,9877.755965709686,258.35876,0,140.1,1.6454787e-12,0.0,33.173885,133.88706407137065,6.584151,137.3,12542374.0,51.61,-1.1137029,2.6430273,98,21.126728,32.406616,0.97537804,0.009882744807169556,1.7201988,134.308,2.5997853e-05,0.13117935,259.33414
27.017504,0.13790244,0.9563083797693253,1251.2385042380945,154177.0,9980.054607868195,259.5864,0,140.1,1.7450299e-12,0.0,34.034435,133.6640910939406,7.114062,138.7,12670324.0,51.15,-0.6220433,2.6367116,99,26.395325,33.715145,0.69087964,0.009775300814360113,1.7351276,134.407,3.2587955e-06,0.13629912,260.27725
