eprew_recent,eplen,best_ext_ret,total_secs,tcount,recent_best_ext_ret,eprew_std,best_eplen,n_updates,eprew,epcount,rew_mean,recent_worst_eplen,eplen_std,recent_best_eplen
147.69203158650396,172.66,158.6,359.8314850330353,100083528.0,158.6,4.351043438073216,149,391,148.789,1393.0,0.8138102,500,10.332686001229302,149
147.82562711864406,172.94,159.1,711.8834435939789,100340815.0,159.1,4.094378585328914,148,392,148.592,2868.0,0.8750109,500,10.076527179539585,148
147.9960597826087,170.5,159.1,1071.9872364997864,100597026.0,159.1,3.6741816775984284,148,393,149.533,4340.0,0.8704297,500,9.341841360245848,148
147.6057980900409,174.75,161.0,1425.797611951828,100852478.0,161.0,4.869901333702768,143,394,147.719,5806.0,0.8649841,500,11.174412736247037,143
148.12376438727148,175.48,161.0,1781.7175018787384,101109206.0,159.5,5.401781557967704,143,395,147.53400000000002,7283.0,0.8771225,500,13.38841290071381,147
148.42859078590786,172.46,161.0,2140.85565161705,101364457.0,158.5,4.0604742333870325,143,396,148.707,8759.0,0.8738695,500,9.78408912469628,149
148.35418918918919,174.3,161.0,2501.751807451248,101621023.0,158.9,9.560477969223088,143,397,148.16899999999998,10239.0,0.87897885,500,23.34844748586081,148
147.99467939972715,171.16,161.0,2861.67521071434,101876159.0,158.3,3.9196952687677133,143,398,149.38299999999998,11705.0,0.8673852,500,9.780306743655844,150
148.39202702702704,174.47,161.0,3221.465907096863,102133072.0,158.3,4.235349336241344,143,399,147.99599999999998,13185.0,0.87819445,379,10.661571178770979,150
148.5665314401623,171.51,161.0,3579.0262727737427,102389338.0,158.1,4.2529908299924655,143,400,149.063,14664.0,0.88000685,318,10.063294689116482,148
147.60034270047979,173.28,161.0,3938.94069814682,102644292.0,158.3,4.161063686126422,143,401,148.557,16123.0,0.8594292,500,10.14009861884982,150
148.0050305914344,174.06,161.0,4294.820636749268,102900469.0,157.9,4.465297750430537,143,402,148.154,17594.0,0.87157243,500,10.51553137031125,149
148.76114864864866,177.22,161.0,4649.758164644241,103156266.0,158.3,11.849737338861145,143,403,147.14499999999998,19074.0,0.8810363,433,29.545415888086602,150
148.5936614969656,174.64,161.0,5008.1726224422455,103412112.0,159.1,32.65136461160544,143,404,145.967,20557.0,0.8818285,500,34.39317374131093,148
148.639115874079,174.3,161.0,5368.4866597652435,103670344.0,159.9,4.42136585231306,143,405,148.082,22050.0,0.8876728,310,10.22692524662227,146
148.4291836734694,170.51,161.0,5727.671232700348,103925072.0,159.0,3.9421613361200736,143,406,149.75799999999998,23520.0,0.8716128,500,9.752430466299158,148
148.94427223719677,173.68,161.0,6087.92670917511,104180285.0,160.1,4.730999471570463,143,407,148.138,25004.0,0.88459677,500,11.826140536963022,145
148.80569705093833,171.9,161.0,6441.588205337524,104437340.0,158.3,5.220169633259056,143,408,149.023,26496.0,0.8884718,500,13.26838347350573,150
147.71235494880546,175.1,161.0,6797.388192176819,104691813.0,159.9,33.13958930041228,143,409,146.03900000000002,27961.0,0.86724395,500,36.041503853196794,146
148.7892545332438,171.42,161.0,7154.0128808021545,104948985.0,159.8,4.333901244837035,143,410,149.21,29450.0,0.88572,342,10.26954721494575,146
148.87442799461644,174.11,161.0,7510.683664798737,105204873.0,159.5,7.102102435194805,143,411,148.12900000000002,30936.0,0.88488686,500,17.714341647377132,147
148.90376091336466,172.07,161.0,7864.538892507553,105461009.0,158.4,3.9003204996512784,143,412,149.15,32425.0,0.8894038,500,9.671871587236877,148
148.56278600269178,171.78,161.0,8218.114018678665,105716978.0,160.2,6.072335959085269,143,413,149.04399999999998,33911.0,0.88072616,500,15.068895115435637,145
149.46511007338225,169.87,161.0,8578.646793603897,105973363.0,158.3,6.024149400537805,143,414,149.668,35410.0,0.8957434,297,14.875251258382157,150
148.90651443922096,172.21,161.0,8933.445569038391,106229121.0,158.2,4.6992931383347445,143,415,148.762,36899.0,0.8842318,500,11.383580280386306,149
148.60006747638326,172.86,161.0,9291.958086967468,106484722.0,159.1,4.543387612784099,143,416,148.777,38381.0,0.8798812,500,10.744319429354285,148
149.41990647962592,169.99,161.0,9648.119780540466,106740936.0,160.3,3.8816202802438053,143,417,149.832,39878.0,0.8944513,274,9.58800813516551,145
149.0323252688172,171.06,161.0,10001.604063510895,106996601.0,159.1,3.814715061442992,143,418,149.457,41366.0,0.8863159,500,9.010904505098253,147
148.8958389261745,170.26,161.0,10357.354803085327,107252684.0,158.9,3.943799690653672,143,419,149.738,42856.0,0.8861784,500,9.794508665573787,148
149.18192771084338,172.1,161.0,10715.832232236862,107509019.0,159.6,4.475587559192648,143,420,149.15400000000002,44350.0,0.8897259,500,11.057576588023254,146
149.55336442371754,171.8,161.0,11076.886053562164,107765718.0,159.9,4.386887735057735,143,421,149.304,45851.0,0.89804846,380,10.997272389097217,146
149.48103564223268,171.4,161.0,11436.082980155945,108020124.0,159.4,4.963818187645473,143,422,149.247,47338.0,0.8878945,394,11.732859838931,146
149.45533333333333,172.04,161.0,11794.337619066238,108276316.0,158.8,5.47087735194274,143,423,149.251,48838.0,0.8959394,500,13.734569523650897,148
149.7804391217565,170.01,161.0,12148.1312353611,108532055.0,160.7,4.765090870067432,143,424,149.953,50341.0,0.89998645,489,11.740949706050188,144
149.2283522348232,169.23,161.0,12507.553456306458,108788531.0,159.9,4.265685759640528,143,425,150.365,51840.0,0.8924468,500,10.601749855566297,146
149.64213669542139,169.4,161.0,12867.610728740692,109045539.0,159.5,4.692932025930057,143,426,149.967,53347.0,0.90222156,365,11.56460116043783,147
149.41110367892975,169.24,161.0,13224.25862288475,109300804.0,160.1,5.635672453221532,143,427,149.814,54842.0,0.89384055,500,13.591997645673722,145
149.59973386560213,171.12,161.0,13582.060864925385,109557250.0,158.9,5.482682190315248,143,428,149.386,56345.0,0.8983209,338,13.349367026192665,148
149.10993288590606,170.52,161.0,13938.790339708328,109811827.0,158.8,3.9097287629706483,143,429,149.58899999999997,57835.0,0.88669807,500,9.496820520574241,148
149.15925680159256,168.54,161.0,14295.403768777847,110069467.0,159.9,4.100163289431287,143,430,150.38100000000003,59342.0,0.89766604,500,9.418513683166788,146
149.69821546596165,168.51,161.0,14648.235518693924,110326552.0,159.5,3.916372173325717,143,431,150.427,60855.0,0.9062298,500,9.460967181002161,147
149.69839679358716,169.37,161.0,15005.815396785736,110581349.0,159.2,3.3328630334893763,143,432,150.16800000000003,62352.0,0.8961602,297,8.449443768674954,147
149.335609103079,170.9,161.0,15365.052370548248,110836730.0,158.8,4.177723183744944,143,433,149.52300000000002,63846.0,0.89159447,500,10.205390732353171,146
149.7610113107119,171.56,161.0,15721.649063110352,111092311.0,159.9,6.624037665955712,143,434,149.215,65349.0,0.89896905,377,16.445254634696298,146
149.89728835978838,169.67,161.0,16081.08473944664,111349190.0,158.7,3.96990919291613,143,435,149.939,66861.0,0.90597004,362,9.398994627086454,149
149.7362433862434,171.81,161.0,16444.051476716995,111605779.0,159.5,7.5765608952875185,143,436,148.98499999999999,68373.0,0.90549785,500,17.672970887770962,145
149.12191689008043,171.86,161.0,16798.697237730026,111860603.0,159.4,32.33363085086486,143,437,147.346,69865.0,0.8894547,500,34.321719071165425,147
149.59141716566864,171.15,161.0,17153.666488170624,112116037.0,159.1,4.460808895256554,143,438,149.328,71368.0,0.8978141,500,11.07192395205097,148
150.02879684418147,168.16,161.0,17511.25185441971,112373576.0,159.5,3.7571493182997124,143,439,150.577,72889.0,0.9120244,328,9.042919882427357,147
149.93408338848445,170.43,161.0,17869.663932800293,112629291.0,160.1,4.283351958454967,143,440,149.43599999999998,74400.0,0.9057768,500,10.158991091638972,145
149.82971352431713,170.21,161.0,18228.128036737442,112884416.0,159.5,4.179663144321561,143,441,149.804,75901.0,0.8992605,333,10.204209915520163,147
149.8931561461794,167.03,161.0,18584.115645885468,113139885.0,159.3,3.0141001974055213,143,442,151.02,77406.0,0.9017146,366,7.10416075268571,146
149.5750165672631,168.79,161.0,18937.755011558533,113396213.0,159.9,3.921630273240965,143,443,150.19600000000003,78915.0,0.90202343,500,9.576319752389223,146
149.69530423280423,168.26,161.0,19290.87907934189,113652439.0,159.2,3.787443860970086,143,444,150.53700000000003,80427.0,0.90495825,500,9.522205626849276,147
150.1195137976347,168.08,161.0,19644.998789787292,113909858.0,161.0,5.026358124925042,143,445,150.218,81949.0,0.9157006,398,12.218576021779297,143
150.07190192180252,170.8,161.0,20002.696609973907,114165342.0,159.0,6.211392758472129,142,446,149.48,83458.0,0.90540624,323,14.880188170853216,142
150.0111111111111,168.9,161.0,20358.76119542122,114421764.0,160.1,3.5527983337082336,142,447,150.232,84970.0,0.9065511,409,8.475258108164022,144
150.4646825396825,168.76,161.0,20712.886862516403,114676409.0,159.1,3.7280423817333395,142,448,150.51,86482.0,0.90741676,253,9.342505017392284,148
150.50412303664922,169.41,161.0,21073.02564883232,114933813.0,159.9,5.37864295152597,142,449,150.04,88010.0,0.92100006,406,13.24469327693171,146
150.38719309887193,168.3,161.0,21430.404166460037,115187999.0,160.5,4.172133746657699,142,450,150.55,89517.0,0.9044937,290,10.197548725061333,144
150.20466798159106,171.1,161.0,21785.171429634094,115444916.0,160.0,5.977184872496417,142,451,149.33100000000002,91038.0,0.9139466,500,14.828014027508875,145
150.4509162303665,169.0,161.0,22140.347949504852,115702465.0,160.3,4.07919305745634,142,452,150.228,92566.0,0.9170258,300,9.808159868191384,145
150.70132538104704,166.44,161.0,22492.649307727814,115955940.0,159.5,3.221011642326056,142,453,151.422,94075.0,0.90989935,360,7.9778693897556385,147
150.19323258869906,168.11,161.0,22848.39897274971,116212603.0,160.8,5.741258659910734,142,454,150.643,95597.0,0.91356164,500,14.097443030564088,143
150.5503272251309,173.37,161.0,23202.126066207886,116469509.0,160.1,32.67770877830941,141,455,146.793,97125.0,0.9179728,500,40.66636325023421,141
150.70151216305064,168.0,161.0,23557.51777100563,116724665.0,160.0,5.930111634699636,141,456,150.67600000000002,98646.0,0.91678834,308,14.757371039585609,145
150.4236375574524,167.14,161.0,23913.35344338417,116980299.0,159.5,4.839212642569036,141,457,151.061,100169.0,0.91635597,500,12.111168399456758,147
150.68067664281068,166.02,161.0,24262.889169454575,117237885.0,160.3,4.1037660752045815,141,458,151.552,101706.0,0.9247859,500,10.235213725174477,145
150.7806557377049,168.43,161.0,24619.9088845253,117493164.0,160.3,4.870381812548171,141,459,150.459,103231.0,0.9196764,500,12.200209014602986,145
150.67570584372947,167.16,161.0,24974.266461849213,117748898.0,160.7,4.581791243607678,141,460,150.86700000000002,104754.0,0.9169304,319,11.170246192452518,144
150.80654878847412,169.14,161.0,25326.821047067642,118004891.0,160.1,5.894595066669126,141,461,150.25699999999998,106281.0,0.9217131,270,14.538239233139617,145
150.5833442622951,167.83,161.1,25681.436126708984,118260794.0,161.1,4.929344378312394,141,462,150.658,107806.0,0.91755164,500,11.70218355692646,143
150.58132372214942,169.47,161.1,26038.135845422745,118517202.0,160.1,7.408666276732945,141,463,150.09199999999998,109332.0,0.91941947,407,18.675360772954292,141
150.73451211525867,167.42,161.3,26397.55154323578,118772854.0,161.3,4.3434681994921975,141,464,151.022,110859.0,0.9207294,500,10.782559992877388,142
150.8349279161206,166.35,161.3,26743.04254245758,119028296.0,160.7,3.5487400581051314,141,465,151.062,112385.0,0.91737497,329,8.545612909557747,144
150.46360655737706,167.56,161.3,27090.27572107315,119284495.0,160.2,3.88985488161191,141,466,150.727,113910.0,0.9176136,500,9.153491137265606,145
150.93508771929822,169.0,161.3,27441.516986370087,119541696.0,159.9,4.654572375632374,141,467,150.166,115449.0,0.9278598,407,11.273863579093016,146
151.09947678221062,166.53,161.3,27790.13602232933,119796659.0,160.9,4.271520923511906,141,468,150.853,116978.0,0.92281306,314,9.657592867790607,143
150.98639322916668,167.1,161.3,28137.318019628525,120053368.0,160.3,5.066367041579202,141,469,151.00500000000002,118514.0,0.9283643,358,12.740879090549443,145
150.65754408883083,167.69,161.3,28496.092812776566,120310247.0,159.9,5.045938862094941,141,470,150.849,120045.0,0.9202862,487,12.709598734814564,146
151.2556566970091,166.38,161.5,28846.945936203003,120566106.0,161.5,4.387557293073219,141,471,151.421,121583.0,0.9296635,373,10.55820060426965,142
151.33008447043534,168.34,161.5,29205.043573617935,120821944.0,161.3,3.9438472333496906,141,472,150.58700000000002,123122.0,0.932237,241,9.516532982131675,142
150.7720732504905,167.63,161.5,29559.645394325256,121077074.0,160.3,4.310827762738844,141,473,150.642,124651.0,0.9200902,500,9.852568193115944,145
150.8509778357236,166.73,161.5,29914.76141691208,121333410.0,160.7,3.794728448782599,141,474,151.19400000000002,126185.0,0.9263997,500,9.352919330348145,144
151.2093851132686,165.33,161.5,30272.982540607452,121590485.0,160.7,3.779004498541912,141,475,151.635,127730.0,0.9339787,384,9.111591518499939,144
151.23668407310703,165.95,161.5,30629.57614016533,121845598.0,160.7,4.2403088330922305,141,476,151.30899999999997,129262.0,0.9245046,415,10.32412223871841,144
151.435,167.69,161.8,30985.107177257538,122101295.0,161.8,4.16308479375571,141,477,150.875,130802.0,0.9322711,302,10.484936814306513,141
151.34015544041452,163.55,161.8,31337.316372156143,122357619.0,161.1,3.8815299818499396,141,478,152.515,132346.0,0.9338786,500,9.298790243897322,143
151.23257624918887,167.99,161.8,31690.41770553589,122613540.0,161.5,33.79607409152726,141,479,148.624,133887.0,0.93201244,500,35.51858527588057,142
151.49837872892348,163.85,161.8,32046.375611305237,122869168.0,160.3,3.5643584275434486,141,480,152.30700000000002,135429.0,0.933305,299,8.848022377910219,145
151.42149774047772,166.38,161.8,32398.151027202606,123126348.0,160.8,3.4669040944335334,141,481,151.27599999999998,136978.0,0.93459344,419,8.642661627068366,143
151.37968750000002,166.49,161.8,32750.61781525612,123381489.0,160.3,3.2513006628117314,141,482,151.438,138514.0,0.9254093,326,7.985605800438686,145
151.11303501945525,164.95,161.8,33103.6196372509,123637867.0,161.0,3.7963312553042576,141,483,151.76300000000003,140056.0,0.92904377,500,8.804970187343054,143
151.5390402075227,165.1,161.8,33460.056164741516,123893263.0,161.5,3.6647088561030348,141,484,151.797,141598.0,0.9291103,359,8.902246907382429,142
151.2089552238806,165.34,161.8,33814.46750712395,124149158.0,160.7,5.423723720839768,141,485,151.661,143139.0,0.9287073,500,13.516819152448553,144
150.97228366948602,166.96,161.8,34169.71261882782,124405117.0,160.9,4.019682076980716,141,486,150.866,144676.0,0.9268476,500,9.437075818281848,143
151.41157078215903,164.62,161.8,34528.56160378456,124661442.0,160.7,3.435335645901285,141,487,151.76299999999998,146223.0,0.93202204,500,8.683063975348794,144
151.80597686375322,165.99,161.8,34880.38595318794,124918214.0,161.4,4.5997629286736075,141,488,151.44099999999997,147779.0,0.94251007,238,11.106300013956043,142
151.62895077720205,168.37,161.8,35228.68269467354,125173804.0,161.3,6.96030710529356,140,489,150.505,149323.0,0.93484545,306,16.66832625070676,140
151.72118863049096,165.9,161.8,35577.223885297775,125429861.0,160.6,3.9841509760549987,140,490,151.629,150871.0,0.9362967,488,9.778036612735708,144
151.5792501616031,165.55,161.8,35927.23620080948,125685719.0,160.6,4.475316636842582,140,491,151.579,152418.0,0.9344194,500,10.630498577206998,144
151.64750809061488,164.16,161.8,36276.84573888779,125940677.0,161.7,3.4533188384509175,140,492,152.333,153963.0,0.93439245,500,8.378209832655182,141
151.72535392535394,164.65,161.8,36628.946852207184,126197275.0,160.3,3.6194690218317933,140,493,152.038,155517.0,0.942052,500,9.134960317374125,145
151.7154244977317,166.61,161.8,36979.66392993927,126452571.0,161.1,7.293786122446971,140,494,151.278,157060.0,0.93338346,384,18.1960957350746,143
151.96378205128204,165.34,161.8,37335.70730257034,126709825.0,161.1,4.308911231390131,140,495,151.822,158620.0,0.94511425,291,10.473032034707044,143
151.85637540453075,164.73,162.2,37691.29081892967,126964805.0,162.2,3.7041603636991733,140,496,152.014,160165.0,0.93621564,348,8.972017610326008,140
151.94958360025623,166.27,162.2,38047.053225040436,127221935.0,161.6,3.7869776867576066,140,497,151.46,161726.0,0.9469423,337,9.451830510541331,141
152.13159252095423,164.87,162.2,38399.75396823883,127476736.0,161.0,4.8114575754130895,140,498,151.874,163277.0,0.941242,289,11.898449478818657,143
151.97933032839666,165.23,162.2,38750.46235322952,127732520.0,161.0,6.433718287273699,140,499,151.937,164830.0,0.9413804,328,16.211017858234566,143
151.9020592020592,165.42,162.3,39105.305038928986,127988401.0,162.3,3.947608896534712,140,500,151.828,166384.0,0.9413645,500,9.827695558980244,140
152.15496476617554,164.82,162.3,39454.57203888893,128245038.0,161.0,4.800756086284743,140,501,152.02900000000002,167945.0,0.94820917,305,11.785058336724514,143
152.12776349614396,163.86,162.3,39812.79918074608,128500897.0,160.3,2.931029000197713,140,502,152.387,169501.0,0.9444681,324,7.035652066439897,145
152.18109833971903,163.87,162.3,40172.949904203415,128757645.0,160.3,4.563171156115011,140,503,152.513,171067.0,0.95255053,500,11.29748202034418,145
152.4519871794872,163.13,162.3,40523.24956893921,129013002.0,161.5,3.781995637226463,140,504,152.50300000000001,172627.0,0.948524,399,8.696729270248673,142
151.79465894465895,164.88,162.3,40879.79360461235,129269306.0,161.7,5.498382580359428,140,505,151.767,174181.0,0.9418026,500,13.297578726971311,141
152.1425272610648,164.1,162.3,41231.66676521301,129525183.0,161.1,3.5770384398270028,140,506,152.414,175740.0,0.94660217,500,8.921322771876378,143
151.80509020618555,162.94,162.3,41581.12241601944,129780529.0,162.1,4.036369036646674,140,507,152.675,177292.0,0.9386849,500,10.077519536076323,140
152.6786123488224,163.32,162.3,41935.503546237946,130036855.0,161.5,4.101869208056249,140,508,152.663,178863.0,0.95509267,409,10.098395912222891,142
152.5969465648855,163.27,162.3,42286.45943069458,130293494.0,161.5,4.354563009074504,140,509,152.69100000000003,180435.0,0.95540947,317,10.865408413860935,142
152.59725063938617,162.38,162.3,42645.81001877785,130548840.0,161.5,3.552201993130459,140,510,153.119,181999.0,0.9492933,318,8.579953379826723,142
152.31666666666666,163.65,162.3,42997.56601190567,130805434.0,161.9,4.622680932099902,140,511,152.48899999999998,183565.0,0.949758,396,11.592562270697535,141
152.2699363057325,162.33,162.3,43353.51418066025,131061921.0,161.3,3.2726703164235773,140,512,152.97299999999998,185135.0,0.95252484,500,7.545932679265036,142
152.6969968051118,162.32,162.7,43704.220125198364,131316526.0,162.7,4.1108971040394575,139,513,152.915,186700.0,0.9508757,500,10.038804709725158,139
152.6119696010133,161.75,162.7,44056.43001270294,131573651.0,161.0,3.4633618061068923,139,514,153.31500000000003,188279.0,0.96030223,500,8.384956767926713,143
152.68200253485426,162.95,162.7,44403.55295944214,131830855.0,161.1,3.760763087459777,139,515,152.781,189857.0,0.959892,341,9.349197826551752,143
152.67952655150353,162.05,162.7,44749.79916739464,132085754.0,160.5,3.561315908481021,139,516,153.17299999999997,191420.0,0.950162,427,8.418283673053553,144
152.53212005108557,161.48,162.7,45107.161005973816,132341126.0,160.9,3.3157049024302507,139,517,153.34900000000002,192986.0,0.95354176,500,8.150435571182685,143
153.05214646464646,163.22,162.7,45461.22857785225,132597886.0,161.5,3.4563645641048937,139,518,152.58799999999997,194570.0,0.9655156,251,8.4930324384168,142
152.94656925031768,161.65,162.7,45807.24881339073,132853570.0,161.9,3.76017286836656,139,519,153.18999999999997,196144.0,0.9597712,306,9.108649735279098,141
152.88646759847524,162.13,162.7,46154.70974493027,133109016.0,161.5,3.876743994642926,139,520,153.116,197718.0,0.9581926,500,9.447385881819374,142
152.9680783817952,161.08,162.7,46501.47616815567,133365631.0,160.4,3.2599809815396177,139,521,153.482,199300.0,0.96501523,461,8.071777994964927,144
152.76184713375795,161.74,162.7,46852.73953413963,133621217.0,161.5,3.587938126556811,139,522,153.17000000000002,200870.0,0.95649296,499,8.868618832715724,142
152.86507936507937,162.8,162.7,47203.63690280914,133877218.0,161.5,3.8345143108352056,139,523,152.83,202445.0,0.96033186,334,9.410632284814872,142
153.007702020202,162.53,162.7,47560.70915341377,134134242.0,161.8,3.0784353168452308,139,524,153.106,204029.0,0.9665347,265,7.683039763010472,141
152.89955242966752,162.55,162.7,47910.52864050865,134388461.0,161.7,3.3215634872752307,139,525,152.904,205593.0,0.9560128,338,8.150306742693799,141
152.73385876418664,161.94,162.7,48268.2304751873,134646443.0,162.7,2.9483993962826665,139,526,153.071,207179.0,0.96452993,500,7.414607204700732,139
152.79859335038364,163.61,162.7,48609.67411351204,134900986.0,160.7,6.871692367968752,139,527,152.438,208743.0,0.952435,424,16.861135786180004,144
153.2363866077069,160.86,162.7,48961.141219854355,135156981.0,161.5,3.7980535804540727,139,528,153.483,210326.0,0.96780324,265,8.892716120511214,142
152.9553447185326,161.11,162.7,49319.134472608566,135413459.0,162.3,3.3145948470363606,139,529,153.469,211907.0,0.9649134,500,8.299271052327429,140
152.931198478123,162.28,162.7,49669.50904130936,135669254.0,161.5,4.174206032289254,139,530,153.198,213484.0,0.96224684,500,10.394306133648364,142
153.09727503168568,161.55,162.7,50023.88921070099,135924869.0,161.9,3.6426192499354086,139,531,153.275,215062.0,0.9638973,291,8.517482022288041,141
